daqtime,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap,video
188.01,0.79,34.947,24.917,27.61,31.675,9.177,7.822,-52.753,10
189.01,0.793,35.083,24.909,27.591,31.672,9.259,7.781,-52.753,10
190.01,0.803,35.209,24.929,27.62,31.665,9.342,7.863,-52.671,10
191.01,0.79,35.257,24.917,27.591,31.665,9.301,7.74,-52.753,10
192.01,0.793,34.928,24.913,27.6,31.672,9.506,7.822,-52.794,10
193.01,0.793,35.054,24.898,27.562,31.665,9.506,7.74,-52.835,10
194.01,0.797,35.179,24.917,27.6,31.675,9.67,7.863,-52.712,10
195.01,0.787,35.199,24.921,27.571,31.665,9.67,7.699,-52.794,10
196.01,0.793,34.947,24.921,27.62,31.675,9.752,7.781,-52.753,10
197.01,0.797,35.054,24.921,27.571,31.665,9.711,7.781,-52.835,10
198.01,0.8,35.209,24.909,27.62,31.672,9.793,7.781,-52.753,10
199.01,0.787,35.354,24.929,27.581,31.665,9.711,7.658,-52.794,10
200.01,0.8,34.976,24.921,27.6,31.672,9.834,7.74,-52.753,10
201.01,0.797,35.102,24.913,27.61,31.668,9.752,7.699,-52.794,10
202.01,0.797,35.218,24.909,27.591,31.675,9.793,7.74,-52.794,10
203.01,0.803,34.86,24.913,27.61,31.679,9.834,7.781,-52.712,10
204.01,0.8,34.889,24.917,27.581,31.665,9.67,7.575,-52.918,10
205.01,0.813,35.044,24.917,27.639,31.679,9.834,7.863,-52.589,10
206.01,0.793,35.092,24.902,27.562,31.658,9.629,7.534,-52.959,10
207.01,0.813,34.84,24.929,27.639,31.679,9.999,7.822,-52.671,10
208.01,0.793,34.947,24.909,27.571,31.658,9.752,7.534,-52.876,10
209.01,0.816,35.131,24.921,27.639,31.686,10.081,7.863,-52.671,10
210.01,0.793,35.141,24.878,27.571,31.658,9.916,7.452,-52.959,10
211.01,0.813,34.773,24.917,27.63,31.682,10.368,7.822,-52.63,10
212.01,0.79,34.85,24.89,27.562,31.654,10.122,7.534,-52.959,10
213.01,0.813,35.034,24.917,27.6,31.682,10.409,7.781,-52.712,10
214.01,0.8,35.034,24.886,27.562,31.654,10.286,7.617,-52.794,10
215.01,0.816,34.928,24.913,27.63,31.679,10.491,7.699,-52.753,10
216.01,0.803,35.015,24.898,27.6,31.672,10.45,7.658,-52.835,10
217.01,0.813,35.16,24.913,27.63,31.675,10.532,7.658,-52.753,10
218.01,0.813,35.189,24.917,27.591,31.672,10.615,7.617,-52.794,10
219.01,0.813,34.821,24.905,27.591,31.675,10.615,7.699,-52.835,10
220.01,0.816,34.937,24.909,27.591,31.665,10.697,7.658,-52.876,10
221.01,0.813,35.083,24.905,27.61,31.672,10.574,7.699,-52.835,10
222.01,0.807,35.083,24.921,27.61,31.661,10.656,7.617,-52.794,10
223.01,0.8,34.811,24.909,27.6,31.672,10.656,7.658,-52.712,10
224.01,0.807,34.947,24.909,27.6,31.672,10.574,7.617,-52.835,10
225.01,0.813,35.054,24.909,27.6,31.675,10.615,7.658,-52.794,10
226.01,0.807,34.753,24.902,27.591,31.665,10.574,7.617,-52.835,10
227.01,0.807,34.753,24.905,27.61,31.668,10.532,7.658,-52.794,10
228.01,0.82,34.879,24.89,27.61,31.672,10.409,7.575,-52.753,10
229.01,0.839,34.986,24.921,27.591,31.679,10.491,7.617,-52.753,10
230.01,0.853,34.744,24.902,27.6,31.665,10.368,7.617,-52.794,10
231.01,0.866,34.899,24.905,27.6,31.672,10.409,7.617,-52.753,10
232.01,0.885,34.995,24.917,27.6,31.661,10.409,7.575,-52.794,10
233.01,0.912,35.121,24.905,27.6,31.665,10.327,7.617,-52.794,10
234.01,0.938,34.627,24.909,27.6,31.661,10.245,7.494,-52.835,10
235.01,0.951,34.773,24.902,27.591,31.668,10.286,7.617,-52.753,10
236.01,0.971,34.899,24.917,27.591,31.665,10.163,7.575,-52.835,10
237.01,0.991,34.986,24.921,27.591,31.672,10.163,7.617,-52.712,10
238.01,1.014,34.656,24.905,27.581,31.665,10.122,7.534,-52.794,10
239.01,1.063,34.821,24.909,27.6,31.672,10.122,7.575,-52.753,10
240.01,1.102,34.928,24.902,27.571,31.661,9.916,7.534,-52.835,10
241.01,1.145,34.986,24.909,27.6,31.668,9.999,7.658,-52.712,10
242.01,1.198,34.715,24.89,27.581,31.665,9.793,7.575,-52.918,10
243.01,1.253,34.87,24.898,27.61,31.668,9.876,7.658,-52.835,10
244.01,1.283,34.986,24.89,27.581,31.661,9.793,7.411,-52.918,10
245.01,1.345,35.015,24.905,27.61,31.675,9.876,7.658,-52.671,10
246.01,1.378,34.666,24.898,27.591,31.658,9.834,7.575,-52.835,10
247.01,1.441,34.831,24.913,27.6,31.668,9.957,7.575,-52.794,10
248.01,1.46,34.899,24.909,27.591,31.665,9.876,7.494,-52.835,10
249.01,1.497,34.85,24.913,27.61,31.665,9.957,7.534,-52.671,10
250.01,1.513,34.724,24.905,27.61,31.668,9.999,7.575,-52.753,10
251.01,1.536,34.87,24.905,27.6,31.665,9.834,7.494,-52.794,10
252.01,1.575,34.976,24.921,27.61,31.672,9.957,7.658,-52.671,10
253.01,1.595,34.482,24.902,27.571,31.658,9.793,7.452,-52.835,10
254.01,1.654,34.647,24.917,27.639,31.679,9.999,7.658,-52.712,10
255.01,1.674,34.734,24.898,27.562,31.661,9.711,7.452,-52.918,10
256.01,1.71,34.86,24.921,27.639,31.682,9.916,7.699,-52.671,10
257.01,1.713,34.656,24.898,27.571,31.651,9.629,7.411,-52.959,10
258.01,1.779,34.84,24.909,27.63,31.679,9.876,7.658,-52.671,10
259.01,1.796,34.899,24.89,27.552,31.654,9.547,7.411,-52.918,10
260.01,1.871,35.063,24.913,27.63,31.682,9.711,7.617,-52.671,10
261.01,1.888,34.414,24.886,27.571,31.658,9.465,7.411,-52.835,10
262.01,1.934,34.618,24.913,27.61,31.672,9.547,7.575,-52.753,10
263.01,1.917,34.724,24.882,27.591,31.668,9.506,7.494,-52.753,10
264.01,1.927,34.792,24.898,27.6,31.668,9.424,7.494,-52.712,10
265.01,1.878,34.627,24.902,27.591,31.668,9.424,7.452,-52.753,10
266.01,1.779,34.773,24.898,27.6,31.668,9.342,7.534,-52.753,10
267.01,1.681,34.879,24.894,27.591,31.665,9.342,7.534,-52.794,10
268.01,1.592,34.928,24.909,27.6,31.665,9.301,7.534,-52.712,10
269.01,1.506,34.521,24.913,27.581,31.661,9.177,7.534,-52.794,10
270.01,1.434,34.686,24.905,27.591,31.661,9.177,7.575,-52.794,10
271.01,1.359,34.773,24.89,27.571,31.665,9.136,7.494,-52.876,10
272.01,1.267,34.966,24.894,27.591,31.668,9.136,7.617,-52.794,10
273.01,1.148,34.55,24.902,27.571,31.661,8.972,7.617,-52.835,10
274.01,1.089,34.715,24.898,27.591,31.668,9.013,7.699,-52.753,10
275.01,0.994,34.802,24.886,27.581,31.665,8.972,7.658,-52.835,10
276.01,0.899,34.54,24.894,27.591,31.668,8.931,7.822,-52.835,10
277.01,0.833,34.618,24.898,27.571,31.665,8.89,7.699,-52.876,10
278.01,0.79,34.744,24.905,27.581,31.672,9.013,7.781,-52.753,10
279.01,0.724,34.821,24.894,27.581,31.665,8.849,7.74,-52.876,10
280.01,0.701,34.385,24.894,27.591,31.665,8.849,7.781,-52.876,10
281.01,0.672,34.511,24.894,27.591,31.665,8.767,7.658,-52.918,10
282.01,0.646,34.656,24.902,27.591,31.665,8.849,7.863,-52.835,10
283.01,0.642,34.744,24.886,27.581,31.665,8.684,7.74,-52.876,10
284.01,0.642,34.424,24.902,27.571,31.672,8.726,7.863,-52.794,10
285.01,0.655,34.579,24.902,27.571,31.665,8.644,7.822,-52.876,10
286.01,0.662,34.715,24.89,27.6,31.672,8.684,7.822,-52.794,10
287.01,0.682,34.763,24.886,27.581,31.661,8.561,7.781,-52.876,10
288.01,0.692,34.356,24.894,27.61,31.665,8.684,7.863,-52.753,10
289.01,0.711,34.472,24.878,27.571,31.665,8.52,7.822,-52.959,10
290.01,0.731,34.618,24.89,27.61,31.668,8.602,7.863,-52.835,10
291.01,0.744,34.627,24.866,27.571,31.665,8.438,7.781,-52.959,10
292.01,0.777,34.434,24.898,27.6,31.672,8.52,7.986,-52.794,10
293.01,0.777,34.56,24.89,27.562,31.665,8.397,7.822,-52.918,10
294.01,0.8,34.705,24.909,27.581,31.665,8.52,7.945,-52.794,10
295.01,0.826,34.695,24.898,27.562,31.661,8.397,7.945,-52.959,10
296.01,0.846,34.385,24.898,27.591,31.668,8.479,7.945,-52.753,10
297.01,0.853,34.511,24.874,27.591,31.661,8.397,7.945,-52.794,10
298.01,0.872,34.637,24.878,27.6,31.668,8.397,8.027,-52.876,10
299.01,0.866,34.414,24.898,27.581,31.665,8.397,7.986,-52.876,10
300.01,0.889,34.443,24.898,27.581,31.661,8.397,8.027,-52.835,10
301.01,0.899,34.598,24.886,27.61,31.679,8.52,8.109,-52.753,10
302.01,0.895,34.656,24.894,27.552,31.665,8.233,7.863,-52.876,10
303.01,0.925,34.24,24.909,27.63,31.679,8.479,8.233,-52.712,10
304.01,0.905,34.298,24.89,27.552,31.651,8.15,7.863,-52.959,10
305.01,0.931,34.521,24.933,27.61,31.672,8.479,8.109,-52.671,10
306.01,0.905,34.55,24.886,27.542,31.658,8.15,7.863,-52.876,10
307.01,0.925,34.337,24.898,27.61,31.668,8.479,7.986,-52.753,10
308.01,0.912,34.443,24.882,27.571,31.658,8.15,7.945,-52.876,10
309.01,0.922,34.598,24.898,27.61,31.668,8.315,7.945,-52.835,10
310.01,0.908,34.637,24.878,27.591,31.665,8.15,8.069,-52.835,10
311.01,0.908,34.298,24.898,27.571,31.665,8.274,8.027,-52.835,10
312.01,0.908,34.453,24.898,27.571,31.661,8.192,7.986,-52.918,10
313.01,0.915,34.569,24.882,27.591,31.665,8.15,7.986,-52.876,10
314.01,0.912,34.618,24.89,27.552,31.665,8.192,8.027,-52.918,10
315.01,0.912,34.337,24.886,27.581,31.668,8.15,8.069,-52.835,10
316.01,0.912,34.482,24.87,27.581,31.665,8.069,8.027,-52.835,10
317.01,0.925,34.618,24.894,27.591,31.672,8.274,8.109,-52.835,10
318.01,0.912,34.618,24.886,27.552,31.665,8.027,8.069,-52.959,10
319.01,0.918,34.356,24.902,27.581,31.665,8.192,8.027,-52.918,10
320.01,0.908,34.472,24.886,27.562,31.665,8.109,7.986,-52.835,10
321.01,0.925,34.608,24.905,27.581,31.668,8.192,8.192,-52.876,10
322.01,0.918,34.434,24.894,27.562,31.658,8.027,8.069,-52.918,10
323.01,0.925,34.288,24.902,27.571,31.661,8.069,8.15,-52.794,10
324.01,0.922,34.424,24.898,27.571,31.661,7.986,8.069,-52.835,10
325.01,0.925,34.54,24.905,27.591,31.672,8.109,8.15,-52.712,10
326.01,0.922,34.298,24.89,27.562,31.665,8.069,8.15,-52.835,10
327.01,0.931,34.453,24.898,27.6,31.668,8.109,8.192,-52.835,10
328.01,0.931,34.56,24.882,27.581,31.665,7.945,8.069,-52.999,10
329.01,0.931,34.666,24.89,27.591,31.665,8.15,8.274,-52.794,10
330.01,0.925,34.153,24.87,27.552,31.661,8.069,8.109,-52.918,10
331.01,0.931,34.308,24.882,27.591,31.668,8.109,8.274,-52.835,10
332.01,0.928,34.414,24.866,27.571,31.658,8.027,8.109,-52.876,10
333.01,0.935,34.521,24.882,27.6,31.672,8.15,8.274,-52.876,10
334.01,0.922,34.124,24.882,27.562,31.665,8.109,8.109,-52.959,10
335.01,0.938,34.308,24.894,27.6,31.668,8.15,8.192,-52.876,10
336.01,0.931,34.405,24.882,27.571,31.665,8.109,8.192,-52.876,10
337.01,0.935,34.463,24.894,27.581,31.665,8.109,8.192,-52.835,10
338.01,0.931,34.211,24.898,27.581,31.665,8.15,8.274,-52.835,10
339.01,0.931,34.327,24.882,27.562,31.654,8.15,8.192,-52.959,10
340.01,0.941,34.463,24.902,27.591,31.675,8.315,8.315,-52.835,10
341.01,0.931,34.463,24.886,27.571,31.654,8.069,8.027,-52.999,10
342.01,0.941,34.23,24.894,27.62,31.679,8.356,8.356,-52.753,10
343.01,0.922,34.298,24.89,27.552,31.654,8.069,8.069,-52.999,10
344.01,0.948,34.492,24.894,27.63,31.675,8.397,8.274,-52.712,10
345.01,0.922,34.598,24.878,27.552,31.647,8.109,7.986,-52.999,10
346.01,0.948,34.259,24.882,27.61,31.675,8.438,8.274,-52.712,10
347.01,0.918,34.356,24.874,27.552,31.658,8.192,8.109,-52.918,10
348.01,0.945,34.501,24.898,27.61,31.665,8.356,8.274,-52.753,10
349.01,0.935,34.162,24.87,27.571,31.661,8.233,8.233,-52.918,10
350.01,0.945,34.24,24.87,27.591,31.658,8.356,8.315,-52.794,10
351.01,0.938,34.366,24.886,27.581,31.658,8.397,8.274,-52.753,10
352.01,0.941,34.453,24.89,27.571,31.665,8.397,8.356,-52.835,10
353.01,0.938,34.133,24.89,27.571,31.661,8.397,8.233,-52.876,10
354.01,0.945,34.269,24.886,27.571,31.658,8.438,8.274,-52.959,10
355.01,0.938,34.405,24.894,27.571,31.654,8.315,8.233,-52.959,10
356.01,0.935,34.501,24.89,27.581,31.665,8.438,8.315,-52.876,10
